recommendation	placement	known_policy	clicks	cost_rub	conversions	cpa_rub	conversion_rate_pct	impressions	ad_network_types	campaigns	reason	raw_examples
ok	knigoed.net		0.00	0.00	0.00	0.00	0.00	2.00	AD_NETWORK	Портфолио		knigoed.net
ok	knigofil.net		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		knigofil.net
ok	knijky.ru		0.00	0.00	0.00	0.00	0.00	2.00	AD_NETWORK	Портфолио		knijky.ru
ok	kommersant.ru		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		kommersant.ru
ok	kp.ru		0.00	0.00	0.00	0.00	0.00	2.00	AD_NETWORK	Портфолио		kp.ru; www.kp.ru
ok	kurs2015.ru		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		kurs2015.ru
ok	lenta.ru		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		lenta.ru
ok	libcat.ru		0.00	0.00	0.00	0.00	0.00	9.00	AD_NETWORK	Портфолио		libcat.ru
ok	libking.ru		0.00	0.00	0.00	0.00	0.00	8.00	AD_NETWORK	Портфолио		libking.ru
ok	librain.ru		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		librain.ru
ok	lisbook.org		0.00	0.00	0.00	0.00	0.00	3.00	AD_NETWORK	Портфолио		lisbook.org
ok	litboom.ru		0.00	0.00	0.00	0.00	0.00	5.00	AD_NETWORK	Портфолио		litboom.ru
ok	litlife.club		0.00	0.00	0.00	0.00	0.00	4.00	AD_NETWORK	Портфолио		litlife.club
ok	litmir.club		0.00	0.00	0.00	0.00	0.00	7.00	AD_NETWORK	Портфолио		litmir.club
ok	litseries.ru		0.00	0.00	0.00	0.00	0.00	2.00	AD_NETWORK	Портфолио		litseries.ru
ok	liveinternet.ru		0.00	0.00	0.00	0.00	0.00	2.00	AD_NETWORK	Портфолио		liveinternet.ru
ok	livejournal.com		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		livejournal.com
ok	m.disk.yandex.ru		0.00	0.00	0.00	0.00	0.00	27.00	AD_NETWORK	Портфолио		m.disk.yandex.ru
ok	m.finance.rambler.ru		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		m.finance.rambler.ru
ok	m.fotostrana.ru		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		m.fotostrana.ru
ok	m.games.yandex.ru		0.00	0.00	0.00	0.00	0.00	5.00	AD_NETWORK	Портфолио		m.games.yandex.ru
ok	m.images.yandex.ru		0.00	0.00	0.00	0.00	0.00	25.00	AD_NETWORK; SEARCH	Портфолио		m.images.yandex.ru
ok	m.kp.ru		0.00	0.00	0.00	0.00	0.00	2.00	AD_NETWORK	Портфолио		m.kp.ru
ok	m.lenta.ru		0.00	0.00	0.00	0.00	0.00	2.00	AD_NETWORK	Портфолио		m.lenta.ru
ok	m.pogoda.yandex.ru		0.00	0.00	0.00	0.00	0.00	11.00	AD_NETWORK	Портфолио		m.pogoda.yandex.ru
ok	m.rzn.info		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		m.rzn.info
ok	m.video.yandex.ru		0.00	0.00	0.00	0.00	0.00	73.00	AD_NETWORK	Портфолио		m.video.yandex.ru
ok	mail.rambler.ru		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		mail.rambler.ru
ok	mail.yandex.com		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		mail.yandex.com
ok	mail.yandex.ru		0.00	0.00	0.00	0.00	0.00	11.00	AD_NETWORK	Портфолио		mail.yandex.ru
ok	mamba.ru		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		mamba.ru
ok	maps.yandex.ru		0.00	0.00	0.00	0.00	0.00	4.00	AD_NETWORK	Портфолио		maps.yandex.ru
ok	matchtv.ru		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		matchtv.ru
ok	megaknigi.ru		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		megaknigi.ru
ok	mintmanga.com		0.00	0.00	0.00	0.00	0.00	2.00	AD_NETWORK	Портфолио		mintmanga.com
ok	mintmanga.one		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		mintmanga.one
ok	mir-chitki.ru		0.00	0.00	0.00	0.00	0.00	8.00	AD_NETWORK	Портфолио		mir-chitki.ru
ok	mir-fjentezi.ru		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		mir-fjentezi.ru
ok	mir-knigi.net		0.00	0.00	0.00	0.00	0.00	3.00	AD_NETWORK	Портфолио		mir-knigi.net
ok	mirtesen.ru		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		mirtesen.ru
ok	mixnews.lv		0.00	0.00	0.00	0.00	0.00	3.00	AD_NETWORK	Портфолио		mixnews.lv
ok	mk.ru		0.00	0.00	0.00	0.00	0.00	5.00	AD_NETWORK	Портфолио		mk.ru
ok	muksun.fm		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		muksun.fm
ok	musify.club		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		musify.club
ok	mydoramalive.com		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		mydoramalive.com
ok	mylinks.ws		0.00	0.00	0.00	0.00	0.00	2.00	AD_NETWORK	Портфолио		mylinks.ws
ok	nash-dom2.su		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		nash-dom2.su
ok	news.ru		0.00	0.00	0.00	0.00	0.00	2.00	AD_NETWORK	Портфолио		news.ru
ok	news.sportbox.ru		0.00	0.00	0.00	0.00	0.00	2.00	AD_NETWORK	Портфолио		news.sportbox.ru
ok	novosti-ru.com		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		novosti-ru.com
ok	nsn.fm		0.00	0.00	0.00	0.00	0.00	2.00	AD_NETWORK	Портфолио		nsn.fm
ok	nur.kz		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		nur.kz
ok	obrazovaka.ru		0.00	0.00	0.00	0.00	0.00	3.00	AD_NETWORK	Портфолио		obrazovaka.ru
ok	ok.ru	monitor_first	0.00	0.00	0.00	0.00	0.00	6.00	AD_NETWORK	Портфолио	Широкая соцсеть; контролировать по отчёту площадок	ok.ru
ok	old.yummyani.me		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		old.yummyani.me
ok	onlayn-radio.ru		0.00	0.00	0.00	0.00	0.00	4.00	AD_NETWORK	Портфолио		onlayn-radio.ru
ok	online-red.fm		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		online-red.fm
ok	onlinetestpad.com		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		onlinetestpad.com
exclude_candidate	otvet.mail.ru	prelaunch_exclude	0.00	0.00	0.00	0.00	0.00	5.00	AD_NETWORK	Портфолио	prelaunch_exclude list	otvet.mail.ru
ok	overclockers.ru		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		overclockers.ru
ok	park.master.car.parking.games		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		park.master.car.parking.games
ok	pikabu.ru	monitor_first	0.00	0.00	0.00	0.00	0.00	8.00	AD_NETWORK	Портфолио	Развлекательный трафик	pikabu.ru
ok	playhop.com		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		playhop.com
ok	pogoda.yandex.ru		0.00	0.00	0.00	0.00	0.00	5.00	AD_NETWORK	Портфолио		pogoda.yandex.ru
ok	pogoda7.ru		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		pogoda7.ru
ok	politikus.info		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		politikus.info
ok	private.bibliboba.com		0.00	0.00	0.00	0.00	0.00	2.00	AD_NETWORK	Портфолио		private.bibliboba.com
ok	pro-books.ru		0.00	0.00	0.00	0.00	0.00	3.00	AD_NETWORK	Портфолио		pro-books.ru
ok	progoroduhta.ru		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		progoroduhta.ru
ok	puzzle.blockpuzzle.cube.relax		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		puzzle.blockpuzzle.cube.relax
ok	quto.ru		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		quto.ru
ok	razlozhi.ru		0.00	0.00	0.00	0.00	0.00	3.00	AD_NETWORK	Портфолио		razlozhi.ru
ok	rb.rbook.club		0.00	0.00	0.00	0.00	0.00	8.00	AD_NETWORK	Портфолио		rb.rbook.club
ok	rbc.ru		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		rbc.ru
ok	read.xbook.life		0.00	0.00	0.00	0.00	0.00	5.00	AD_NETWORK	Портфолио		read.xbook.life
ok	readli.net		0.00	0.00	0.00	0.00	0.00	10.00	AD_NETWORK	Портфолио		readli.net
ok	readtoday.ru		0.00	0.00	0.00	0.00	0.00	3.00	AD_NETWORK	Портфолио		readtoday.ru
ok	ren.tv		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		ren.tv
ok	ria.ru		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		ria.ru
ok	ru.ok.android		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		ru.ok.android
ok	ru.ria.ria		0.00	0.00	0.00	0.00	0.00	2.00	AD_NETWORK	Портфолио		ru.ria.ria
ok	ru.yandex.mobile		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		ru.yandex.mobile
ok	ru.yandex.mobile.weather		0.00	0.00	0.00	0.00	0.00	2.00	AD_NETWORK	Портфолио		ru.yandex.mobile.weather
ok	ru.yandex.mobile.zen		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		ru.yandex.mobile.zen
ok	ru.zen.android		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		ru.zen.android
ok	rus.hitmotop.com		0.00	0.00	0.00	0.00	0.00	2.00	AD_NETWORK	Портфолио		rus.hitmotop.com
ok	rusvesna.su		0.00	0.00	0.00	0.00	0.00	2.00	AD_NETWORK	Портфолио		rusvesna.su
ok	schlock.ru		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		schlock.ru
ok	science.mail.ru		0.00	0.00	0.00	0.00	0.00	2.00	AD_NETWORK	Портфолио		science.mail.ru
ok	sdamgia.ru		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		sdamgia.ru
ok	shedevrum.ai		0.00	0.00	0.00	0.00	0.00	2.00	AD_NETWORK	Портфолио		shedevrum.ai
ok	sinonim.org		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		sinonim.org
ok	skrinshoter.ru		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		skrinshoter.ru
ok	skysound7.com		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		skysound7.com
ok	slushkinvsem.ru		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		slushkinvsem.ru
ok	smotret.tv		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		smotret.tv
ok	sorting.games.goods.sort.triple.match3d.puzzle.stuff		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		sorting.games.goods.sort.triple.match3d.puzzle.stuff
ok	spider.solitaire.card.games.free.no.ads.klondike.solitare.patience.king		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		spider.solitaire.card.games.free.no.ads.klondike.solitare.patience.king
ok	st.chitaem-knigi.online		0.00	0.00	0.00	0.00	0.00	8.00	AD_NETWORK	Портфолио		st.chitaem-knigi.online
ok	studio.sun.tileadventure		0.00	0.00	0.00	0.00	0.00	5.00	AD_NETWORK	Портфолио		studio.sun.tileadventure
ok	tagilcity.ru		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		tagilcity.ru
ok	topcor.ru		0.00	0.00	0.00	0.00	0.00	3.00	AD_NETWORK	Портфолио		topcor.ru
ok	topwar.ru		0.00	0.00	0.00	0.00	0.00	2.00	AD_NETWORK	Портфолио		topwar.ru
ok	translate.yandex.ru		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		translate.yandex.ru
ok	trychatgpt.ru		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		trychatgpt.ru
ok	tsargrad.tv		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		tsargrad.tv
ok	turkruhd.cv		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		turkruhd.cv
ok	tv-turok.online		0.00	0.00	0.00	0.00	0.00	2.00	AD_NETWORK	Портфолио		tv-turok.online
ok	tv.limehd.lite		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		tv.limehd.lite
ok	tv.mail.ru		0.00	0.00	0.00	0.00	0.00	3.00	AD_NETWORK	Портфолио		tv.mail.ru
ok	tvcenter.ru		0.00	0.00	0.00	0.00	0.00	3.00	AD_NETWORK	Портфолио		tvcenter.ru
ok	twokarburators.ru		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		twokarburators.ru
ok	ura.news		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		ura.news
ok	usolie.info		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		usolie.info
ok	utinye-istorii-lordfilm.ru		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		utinye-istorii-lordfilm.ru
ok	v1.ru		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		v1.ru
ok	vampirediares.info		0.00	0.00	0.00	0.00	0.00	2.00	AD_NETWORK	Портфолио		vampirediares.info
ok	vb.topbook.me		0.00	0.00	0.00	0.00	0.00	2.00	AD_NETWORK	Портфолио		vb.topbook.me
ok	vfokuse.mail.ru		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		vfokuse.mail.ru
ok	video.yandex.ru		0.00	0.00	0.00	0.00	0.00	22.00	AD_NETWORK	Портфолио		video.yandex.ru
ok	vk.com		0.00	0.00	0.00	0.00	0.00	3.00	AD_NETWORK	Портфолио		vk.com
ok	vkvideo.ru		0.00	0.00	0.00	0.00	0.00	3.00	AD_NETWORK	Портфолио		vkvideo.ru
ok	wamanga.ru		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		wamanga.ru
ok	warfiles.ru		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		warfiles.ru
ok	watt-pad.ru		0.00	0.00	0.00	0.00	0.00	3.00	AD_NETWORK	Портфолио		watt-pad.ru
ok	webofcomics.top		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		webofcomics.top
ok	woman.ru	monitor_first	0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио	Lifestyle-аудитория	woman.ru
ok	wood.bolt.wordle.screw.nuts.puzzle		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		wood.bolt.wordle.screw.nuts.puzzle
ok	bigbangtv.space		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		www.bigbangtv.space
ok	drive2.ru		0.00	0.00	0.00	0.00	0.00	5.00	AD_NETWORK	Портфолио		www.drive2.ru
ok	ixbt.com		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		www.ixbt.com
ok	kazved.ru		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		www.kazved.ru
ok	livelib.ru		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		www.livelib.ru
ok	novate.ru		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		www.novate.ru
ok	ntv.ru		0.00	0.00	0.00	0.00	0.00	2.00	AD_NETWORK	Портфолио		www.ntv.ru
ok	pravda.ru		0.00	0.00	0.00	0.00	0.00	2.00	AD_NETWORK	Портфолио		www.pravda.ru
ok	profinance.ru		0.00	0.00	0.00	0.00	0.00	2.00	AD_NETWORK	Портфолио		www.profinance.ru
ok	rg.ru		0.00	0.00	0.00	0.00	0.00	2.00	AD_NETWORK	Портфолио		www.rg.ru
ok	sports.ru		0.00	0.00	0.00	0.00	0.00	2.00	AD_NETWORK	Портфолио		www.sports.ru
ok	yakutiamedia.ru		0.00	0.00	0.00	0.00	0.00	3.00	AD_NETWORK	Портфолио		yakutiamedia.ru
ok	yandex.kz		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		yandex.kz
ok	yaplakal.com	monitor_first	0.00	0.00	0.00	0.00	0.00	3.00	AD_NETWORK	Портфолио	Развлекательный трафик	yaplakal.com
ok	yaplakal.org		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		yaplakal.org
ok	yummyani.me		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		yummyani.me
ok	zagonkop.gb.net		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		zagonkop.gb.net
ok	zpravda.ru		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		zpravda.ru
ok	zvuch.com		0.00	0.00	0.00	0.00	0.00	1.00	AD_NETWORK	Портфолио		zvuch.com
